Application/Permit Number,Permit Type,Status,Category,Expiration Date,Location,Zipcode,Expected Construct Year,Expected Construct Month,Description
6605954,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/03/2019,"11515 LAKESIDE AVE NE
(47.71326172, -122.2786251)",98125,2019,1,"Construct fence in ECA Slope to existing single family residence, subject to field inspection (STFI)."
6606000,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/03/2019,"2582 3RD AVE W
(47.64300503, -122.36061825)",98119,2019,1,Construct addition to the east of the existing single family residence subject to field inspection (STFI).
6606044,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/11/2019,"6224 SYCAMORE AVE NW
(47.67500577, -122.35816222)",98107,2019,1,"Construct alterations to basement of an existing single-family residence, subject to field inspection."
6606045,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/03/2019,"2939 MAYFAIR AVE N
(47.64674435, -122.35271734)",98109,2019,1,Complete and final 6407512 Interior structural alteration to existing single family residence per subject to field inspection
6606121,Construction,Permit Issued,COMMERCIAL,01/05/2019,"2500 SW BARTON ST
(47.52254474, -122.36628417)",98126,2019,1,"Tenant improvement for commercial building (Unit E-6) for a hair salon, Subject To Field Inspection (STFI)."
6606141,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/05/2019,"5514 39TH AVE NE
(47.6689881, -122.28548668)",98105,2019,1,"Construct interior alterations to existing single family residence, per (STFI)"
6606150,Construction,Permit Issued,MULTIFAMILY,01/05/2019,"1320 QUEEN ANNE AVE N
(47.6310737, -122.35640653)",98109,2019,1,Re-roof multi family building for 9 unit apartment building.
6606181,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/07/2019,"2830 28TH AVE W
(47.64560652, -122.3926216)",98199,2019,1,"Kitchen and bath remodel on main level for single family residence, subject to field inspection (STFI)."
6606212,Construction,Permit Issued,COMMERCIAL,01/05/2019,"5423 BALLARD AVE NW
(47.66791693, -122.38568408)",98107,2019,1,"Interior alterations to existing retail space, subject to field inspection (STFI)"
6606226,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/05/2019,"6325 17TH AVE SW
(47.54582428, -122.35633206)",98106,2019,1,Construct non-structural alterations to existing single family residence subject to field inspection (STFI).
6606240,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/05/2019,"3925 S EDMUNDS ST
(47.55845337, -122.28231962)",98118,2019,1,"Alterations to finish unfinished basement, subject to field inspection (STFI)."
6606258,Construction,Permit Issued,COMMERCIAL,01/05/2019,"1020 5TH AVE N
(47.62869012, -122.34719784)",98109,2019,1,Construct alterations to unit #12 subject to field inspection (STFI).
6606344,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/06/2019,"9439 21ST AVE SW
(47.51807109, -122.36079611)",98106,2019,1,"Construct addition and interior alterations to single family residence, subject to field inspection (STFI)"
6606361,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/06/2019,"8221 40TH AVE NE
(47.6890648, -122.28563489)",98115,2019,1,"Construct alterations to existing single family residence, subject to field inspection (STFI)."
6606366,Construction,Permit Issued,COMMERCIAL,01/06/2019,"2001 8TH AVE
(47.61578904, -122.33727143)",98121,2019,1,"Interior alterations to the northwest portion of the 15th floor of commercial building, subject to field inspection (STFI)"
6606381,Construction,Permit Issued,COMMERCIAL,01/06/2019,"7612 AURORA AVE N
(47.68456049, -122.3441977)",98103,2019,1,"Soft demo limited to cosmetic, non-structural elements, and elements not related to building services located entirely within the building envelope, subject to field inspection (STFI)."
6606386,Construction,Permit Issued,COMMERCIAL,01/06/2019,"8000 24TH AVE NW
(47.68696812, -122.38727381)",98117,2019,1,"Alterations on existing commercial building to repoint the brick veneer and replace windows in two openings, subject to field inspection (STFI)"
6606393,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/06/2019,"2633 E VALLEY ST
(47.6257592, -122.29728972)",98112,2019,1,"Alterations in existing single-family residence to remodel basement bath and laundry room, and add a bathroom to existing accessory building, subject to field inspection (STFI)"
6606414,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/06/2019,"6218 21ST AVE NE
(47.67397794, -122.30515933)",98115,2019,1,"Alterations and addition to existing single-family residence to remodel kitchen, subject to field inspection (STFI)"
6606418,Construction,Permit Issued,COMMERCIAL,01/06/2019,"401 DEXTER AVE N
(47.62220678, -122.34291009)",98109,2019,1,Tenant improvements to existing office building subject to field inspection (STFI).
6606423,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/07/2019,"3815 SUNNYSIDE AVE N
(47.65367158, -122.3307204)",98103,2019,1,Construct interior alterations to an existing single family residence subject to field inspection (STFI)
6606471,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/20/2019,"1927 11TH AVE E
(47.63685702, -122.31825219)",98102,2019,1,Construct west retaining wall and construct alterations to the existing single family residence subject to field inspection (STFI).
6606480,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/06/2019,"8009 26TH AVE NW
(47.68716106, -122.39004454)",98117,2019,1,"Alterations to add 2 skylights, enlarge exterior door, and repairs to deck to existing single family residence, subject to field inspection (STFI)."
6606496,Construction,Permit Issued,COMMERCIAL,01/13/2019,"601 UNION ST
(47.610431, -122.33207691)",98101,2019,1,"Blanket Permit for interior non-structural alterations. Tenant improvements on the 39th floor for ""Kosmos Asset management"" per plans."
6606521,Construction,Permit Issued,COMMERCIAL,01/13/2019,"600 UNIVERSITY ST
(47.60967252, -122.33230646)",98101,2019,1,"Blanket Permit for interior non-structural alterations. Tenant improvements on 13th floor for ""Chapter 13 Trustee"" per plans"
6606547,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/07/2019,"14074 23RD PL NE
(47.73180241, -122.30426895)",98125,2019,1,Construct alterations to existing single family residence subject to field inspection (STFI).
6606589,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/10/2019,"2014 S STEVENS ST
(47.5771795, -122.30597119)",98144,2019,1,"Deck addition to rear of single family residence, subject to field inspection (STFI)."
6606601,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/07/2019,"5207 S FARRAR ST
(47.55539658, -122.26782453)",98118,2019,1,Construct new deck per (STFI)
6606609,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/07/2019,"608 NW 52ND ST
(47.66663747, -122.36376421)",98107,2019,1,Construct alterations to an existing single family residence subject to field inspection (STFI)
6606647,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/11/2019,"520 S DONOVAN ST
(47.52581613, -122.32731635)",98108,2019,1,Construct garage addition to an existing single family residence subject to field inspection (STFI)
6606682,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/07/2019,"5781 S EDDY ST
(47.54478702, -122.25848237)",98118,2019,1,Construct alterations to existing single family residence subject to field inspection (STFI).
6606699,Construction,Permit Issued,COMMERCIAL,01/07/2019,"600 S BRANDON ST
(47.55458509, -122.32640407)",98108,2019,1,"STOP WORK, see permit 6606723 for re-roof."
6606716,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/14/2019,"5957 34TH AVE SW
(47.54846062, -122.37532048)",98126,2019,1,"Remove existing garage, construct new detached garage, and restore curb cut, subject to field inspection (STFI)."
6606717,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/07/2019,"4715 W ROBERTS WAY
(47.65323806, -122.41666315)",98199,2019,1,"Construct alterations to existing single family residence, subject to field inspection (STFI)."
6606723,Construction,Permit Issued,COMMERCIAL,01/07/2019,"600 S BRANDON ST
(47.55458509, -122.32640407)",98108,2019,1,Re-roof commercial building at 600 S Brandon St.
6606780,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/10/2019,"13504 37TH AVE NE
(47.72660541, -122.28792705)",98125,2019,1,"Addition to single family residence (front porch addition), subject to field inspection (STFI)."
6606804,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/10/2019,"9707 23RD AVE NE
(47.69958856, -122.30455462)",98115,2019,1,"Alteration and addition to existing single family residence (kitchen remodel and new back porch), subject to field inspection (STFI)."
6606867,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/10/2019,"2037 NW 64TH ST
(47.6751316, -122.38374635)",98107,2019,1,Construct addition/alterations to front deck of an existing single family residence subject o field inspection (STFI)
6606884,Construction,Permit Issued,INSTITUTIONAL,01/10/2019,"3960 BENTON LN NE
(47.65493201, -122.30641524)",98116,2019,1,Construct alterations in room 127 in Sieg Hall at the UW subject to field inspection (STFI)
6606916,Construction,Permit Issued,COMMERCIAL,01/17/2019,"1158 BROADWAY
(47.61273241, -122.32028506)",98122,2019,1,Re-roofing upper portion of an exsiting commercial building subject to field inspection (STFI)
6606960,Construction,Permit Issued,COMMERCIAL,01/10/2019,"202 WESTLAKE AVE N
(47.62004449, -122.33808797)",98109,2019,1,"Interior alterations to NW portion of the 4th floor in existing commercial building, subject to field inspection (STFI)"
6606964,Construction,Permit Issued,COMMERCIAL,01/10/2019,"501 FAIRVIEW AVE N
(47.62334132, -122.33458524)",98109,2019,1,"Interior alterations to SE portion of floor 4 in an existing office building, subject to field inspection (STFI)"
6606972,Construction,Permit Issued,COMMERCIAL,01/10/2019,"2121 7TH AVE
(47.61608645, -122.33974796)",98121,2019,1,"Interior alterations to SE portion of floors 22-26, 28, 35 and 37 of existing commercial building, subject to field inspection (STFI)"
6606990,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/14/2019,"1202 NW 119TH ST
(47.7153532, -122.37217933)",98177,2019,1,"Construct alterations to finish basement to existing single family residence, subject to field inspection (STFI)."
6607062,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/11/2019,"3951 S CHICAGO ST
(47.53247792, -122.2828433)",98118,2019,1,"Construct exterior alterations to existing single family residence, per (STFI)"
6607076,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/11/2019,"11032 40TH AVE NE
(47.70928836, -122.28499124)",98125,2019,1,"Construct alterations to finish basemtent to single family residence, subject to field inspection (STFI)."
6607122,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/11/2019,"5005 42ND AVE SW
(47.55734562, -122.38579127)",98136,2019,1,"Interior alterations to single family residence, subject to field inspection (STFI)"
6607137,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/11/2019,"3815 32ND AVE W
(47.65460806, -122.39853582)",98199,2019,1,"Interior alterations to basement of existing single family residence, subject to field inspection (STFI)"
6607150,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/11/2019,"9055 EVANSTON AVE N
(47.69587281, -122.35164399)",98103,2019,1,"Temporary permit to move on site and store a structure on cribbing for a future DADU under A/P 6603839, Subject to Field Inspection."
6607196,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/11/2019,"10537 1ST AVE NW
(47.70626017, -122.35842464)",98177,2019,1,Construct addition and alterations to an existing single family residence subject to field inspection (STFI)
6607197,Construction,Permit Issued,COMMERCIAL,01/11/2019,"9800 40TH AVE S
(47.51303275, -122.28156254)",98118,2019,1,"Re-roof (new membrane) to Engineered Products Inc, building."
6607210,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/11/2019,"6520 GREENWOOD AVE N
(47.67658612, -122.35505033)",98103,2019,1,Construct interior alterations in basement of an existing single family residence subject to field inspection (STFI)
6607241,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/11/2019,"4425 LETITIA AVE S
(47.56338004, -122.28947201)",98118,2019,1,New roof and siding on a single family residence subject to field inspection (STFI)
6607304,Construction,Permit Issued,COMMERCIAL,01/12/2019,"801 2ND AVE
(47.60370224, -122.33448205)",98104,2019,1,"Interior alterations to suite 1301 of existing commercial building, subject to field inspection (STFI)"
6607311,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/12/2019,"7550 20TH AVE NE
(47.68454724, -122.30640059)",98115,2019,1,"Interior alterations to basement of existing single family residence, subject to field inspection (STFI)"
6607339,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/12/2019,"8717 22ND AVE NW
(47.6923624, -122.38435812)",98117,2019,1,"Repair and replace existing second story deck, in-kind, subject to field inspection (STFI)"
6607341,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/12/2019,"4025 SW THISTLE ST
(47.52827686, -122.38398655)",98136,2019,1,"Cosntrcut new 10 foot wide curb cut to establish parking for single family residence, subject to field inspection (STFI)."
6607358,Construction,Permit Issued,COMMERCIAL,01/12/2019,"2901 3RD AVE
(47.61820578, -122.35201599)",98121,2019,1,"Interior alterations to first floor of existing office building, subject to field inspection (STFI)"
6607367,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/12/2019,"905 M L KING JR WAY
(47.61024014, -122.29650772)",98122,2019,1,"Interior alterations to existing single family residence, subject to field inspection (STFI)."
6607379,Construction,Permit Issued,COMMERCIAL,01/12/2019,"523 S MAIN ST
(47.59986383, -122.32674261)",98104,2019,1,"Interior alterations to suite 523 of existing commercial building, subject to field inspection (STFI)"
6607388,Construction,Permit Issued,COMMERCIAL,01/12/2019,"403 COLUMBIA ST
(47.60454089, -122.33073506)",98104,2019,1,Re-roof commercial building for (Columbia Tower).
6607403,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/12/2019,"1909 22ND AVE E
(47.63678169, -122.30591006)",98112,2019,1,Construct (rebuild) garage accessory to an existing single family residence subject to field inspection (STFI)
6607411,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/12/2019,"3849 45TH AVE SW
(47.56875476, -122.38969751)",98116,2019,1,"Construct alterations to finish basement to existing single family residence, subject to field inspection (STFI)."
6607698,Construction,Permit Issued,MULTIFAMILY,01/13/2019,"1220 BOYLSTON AVE
(47.61283734, -122.3233599)",98101,2019,1,Re-roof apartment building for Shannon Apartments
6607713,Construction,Permit Issued,COMMERCIAL,01/13/2019,"322 2ND AVE S
(47.59937803, -122.33117384)",98104,2019,1,"Interior alterations to existing commercial building, subject to field inspection (STFI)"
6607747,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/13/2019,"1531 NE 89TH ST
(47.69278446, -122.31093766)",98115,2019,1,"Construct addition to main floor bedroom of single family residence, subject to field inspection."
